text,tag,split
"Jag vet inte, herr talman, om det är brist på sinne för social rättvisa som är den psykologiska förklaringen till att regeringen rycker på axlarna åt detta stora sociala rättvisespörsmål. Eller är det konservatism? Är det bara den inställningen, som jag skymtade i socialministerns anförande, att eftersom inga andra länder klarat problemet, varför skulle vi då göra någonting åt det?",seg,val
"Här saknas varje skymt av frisk pioniäranda och lust att lösa detta viktiga problem. Vi skall ställa oss i kö och låta andra lösa det först. Det verkar som om regeringen tycker, att det är bekvämt att skjuta undan detta problem, så länge pensionsdebatten pågår, för att kunna säga, att oppositionen med sina fondsystem inte kan klara värdesäkringsfrågan. Därför skjuter man på problemet, hur man skall värdesäkra sparandet. Så har man ett argument till — man har sannerligen inte för många — i det man kan säga: Det är bara regeringen som med sitt fördelningssystem kan klara värdesäkringen. Jag åtar mig inte, även om det vore frestande, att ange med vilken procentuell andel dessa olika hänsyn kan ha medverkat till regeringens som jag tycker ganska upprörande passivitet på detta område.",seg,val
"Socialministern sade att i Finland hade man visserligen gjort något åt detta; man hade släppt ut ett enda lån, och så var det inte mer. Socialministern är tydligen okunnig om att när man i Finland vänder sig till ett försäkringsföretag för att ta en vanlig försäkring, får man i alla fall utan eget initiativ 50-procentig värdesäkring. En",seg,test
"person berättade för mig — jag har inte kontrollerat uppgiften, varför jag inte, trots att det var en sakkunnig person, vågar absolut garantera dess riktighet — att det inte är möjligt att få en försäkring i Finland nu för tiden utan att den innefattar 50 procents värdesäkring. Även om det skulle vara någon överdrift, är det tydligen helt dominerande, att man uppnår 50 procents värdesäkring. Men inför våra påtryckningar att göra något åt denna sak svarar regeringen år efter år med en axelryckning.",seg,train
"Jag måste säga att jag är mycket glad — jag betraktar det som en av de stora vinsterna av pensionsdebatten — att högerpartiet och centerpartiet, som i många avseenden intar en annan hållning än vi beträffande pensionsieformen, dock här klart och bestämt har slutit upp bland dem som kräver, att detta problem om värdesäkring av sparandet i varje fall skall upptas till lösning såsom en brådskande och angelägen sak. Jag vill säga till statsministern och hans kolleger: Ni kommer inte att få någon fred och ro, förrän ni har tagit upp detta problem till lösning.",seg,train
"Jag kan inte motstå frestelsen att säga några ord om socialministerns anförande. Han talade om att det gått så långsamt fram med den enskilda pensioneringen. Det har han naturligtvis rätt i. Han har emellertid inte upptäckt, vilken stor roll det spelat att vi har haft en lagstiftning, som innebar att om pensionen översteg visst belopp — först 600 kronor för ensamstående och 900 kronor för äkta makar, sedan respektive 1000 kronor och 1500 kronor — blev det överskjutande beloppet till betydande del indraget till det allmänna, därigenom att rätten till folkpensionstillägg då gick förlorad. Det föreföll som om socialministern var intresserad av historieskrivning. I så fall kan han väl inte förneka, att nämnda förhållande utgjort en huvudfaktor,",seg,train
Nr 10. 6 Lördagen den 26 februari.,unknown,val
$ 3.,unknown,train
Gemensamma = Sedan riksdagens båda kamrar förehaft och godkänt de uti statsutskottets,unknown,train
"omröstningar. memorial nr 14, punkterna 1 och 2, samt nr 16, punkterna 1 och 2, föreslagna voteringspropositioner rörande frågor, i vilka kamrarna fattat stridiga beslut, samt bestämt blivit, att vederbörliga omröstningar över de olika besluten skulle denna dag äga rum, så anställdes nu omröstningar enligt nedan intagna voteringspropositioner i följande ordning, nämligen:",unknown,train
"Första omröstningen: (enligt statsutskottets memorial nr 14, punkten 1).",unknown,train
"»Den, som i likhet med första kammaren vill, att riksdagen, med bifall till Kungl. Maj:ts förslag och med avslag å den av herr Lindhagen väckta motionen I: 170, till främjande av upplysningsverksamheten rörande Nationernas förbund för budgetåret 1927—1928 anvisar ett extra anslag av 2,500 kronor, röstar -",unknown,train
a;,unknown,val
"Den, det ej vill, röstar Nej;",unknown,train
"Vinner Nej, har riksdagen i överensstämmelse med andra kammaren beslutat att i anledning av Kungl. Maj:ts förslag och med avslag å den av herr Lindhagen väckta motionen I: 170, i likhet med vad som för innevarande budgetår ägt rum, till svenska föreningen för Nationernas förbund för budgetåret 1927—1928 anvisa ett extra anslag av 1,500 kronor.»",unknown,train
"Sedan efter given varsel kammarens ledamöter intagit sina platser samt voteringspropositionen blivit uppläst, företogs omröstningen medelst namnupprop, och utföll densamma med 56 Ja och 128 Nej, varjämte 2 av kammarens ledamöter förklarade sig avstå från att rösta.",unknown,train
"Den omröstning över ovanintagna voteringsproposition, som, enligt ankommet och nu uppläst protokoll, blivit av första kammaren samtidigt anställd,",unknown,train
"hade: utfallit med. ss ss. mensen ae ses a sa sen BG di öre 59 Ja och 53 Nej, vadan, då därtill lades andra kammarens röster eller.. 56 Ja och 128 Nej, sammanräkningen Visade m-.........s...s..- > nee sa .... 115 Ja och 181 Nej,",unknown,val
och hade alltså beslut i denna fråga blivit av riksdagen fattat i överensstämmelse med nej-propositionens innehåll.,unknown,train
"Andra omröstningen: (enligt statsutskottets memorial nr 14, punkten 2).",unknown,train
"»Den, som i likhet med första kammaren vill, att riksdagen med bifall till herrar Lithanders samt Vennerströms m. fl. motioner (I: 76 och II: 86) för inköp av en till beskickningsfastigheten i Washington gränsande tomt, närmare omnämnd i ett av professor L. I. Wahlman avgivet, i Kungl. Maj:ts proproposition nr 167 till 1925 års riksdag återgivet utlåtande, för budgetåret 1927 —1928 anvisar ett extra anslag av 37,500 kronor, röstar",unknown,train
Ja;,unknown,val
"Den, det ej vill, röstar",unknown,train
Nej;,unknown,train
RIKSDAGENS PROTOKOLL,note,val
1953 FÖRSTA KAMMAREN Nr 10,note,val
14—18 mars. Debatter m. m.,note,train
Lördagen den 14 mars. Sid.,note,train
Interpellation av herr Lundqvist ang. intagningen av lärjungar i TELISKÖLA '& fa es ma eeh os es a cd a dee ne de fdr er ole al se rm 5,note,train
Onsdagen den 18 mars. Svar på interpellationer:,note,train
av herr Sten ang. de religiösa radioprogrammen .............. 9 av herr Bengtson om förhindrande av ovederhäftig radioutsänd- IIÖÖ = serna Så få Bä RS Flina msn sh om a ok RA bed R ör KK oe RR 12,unknown,test
Svar på fråga av herr Norling ang. sjukdomstid såsom kvalifika-,unknown,val
"tionstid för Semester sssooooeeseesrrrrressse reses sis s sees 24 Anslag under femte huvudtiteln: SOCialstyrelsen =oooooseeeeereresereeesr reses rr reser esse ess sea 26 Tillsynen över förskolor och förskoleseminarier ............ 30 Ferieresor för ball ..ssossssmöresmrnrsderrrr mess s sr rer rk rss 37 Stipendier för underlättande av husmoderssemester .......... 39 Bidrag till inrättande av inackorderingshem m. Mm, ............ 43 Bostadsstyrelsens avlöningsanslåg —.ssoooossssssssssssss sena 51 Bostadsstyrelsens omkostnadsanslag = sosssossssssssssss oss 57 Länsbostadsnämnderna sossoossesssesrrsrsssssssss rss sis sa 58 Social upplysningsfilm —=ssooososessseerssssrsssssssss ss sees 59 Översyn av nöjesskatteförordningen Im, IM. ...ssssssssssssissis sa 60 Restitution av skatt å bensin för jordbrukstraktorer ............ 72 Beskattningen av skytteföreningar ..sssssossssssssssssssss isso 19 Höjning av moderskapspenningen och moderskapshjälpen ........ 31 Ändrade bestämmelser rörande blindtillägg —.ssssosoossssss. soo. 83 Anslag under nionde huvudtiteln: Lanthushållningsseminariet å Rimforsa ...ssssoossssssssss sea 85 Veterinärhögskolan s.sssoesssersssssersrrse reses esse ss sees na 86 Bekämpande av juverinflammationer hos kor ................ 88 Verksamheten å Weibullsholms växtförädlingsanstalt .......... 96 Återbetalning av lån från jordbrukets maskinlånefond ........ 102 Inrättande av en skogsskola i Älvsbyn s.sssssosssssssssss osa 103 Ökning av Statens skogsindustriers aktiekapital ................ 105 Rabatt för skolelever å statens järnvägars busslinjer .............. 110",unknown,train
1 Första kammarens protokoll 1953. Nr 10.,note,train
Lördagen den 17 maj f. m. 9,note,train
"dessa jämväl måste utan någon som helst hjälp bekosta egen förvaltning, samt att de blivit ytterst ogynnsamt ställda gentemot riksförsäkringsanstalten genom de lagändringar, som på senaste tid av statsmakterna vidtagits. Den av mig nämnda kommittén har ej heller, som framgår av dess yttrande, ansett, att ett ökat bidrag borde ifrågasättas.",seg,train
"Eftersträvar man en besparing i statsanslaget, finnes således ingen annan utväg än att öka de i anstalten försäkrade arbetsgivarnas bidrag, varvid jag dock anser, att man f. n. bör stanna vid en ökning av blott 5 procent, varigenom nämnda bidrag skulle uppgå till 10 procent av premierna och statens anslag således kunna stanna vid 10 procent förutom de förut nämnda 5 procenten för kostnaderna för särskilda uppgifter.",seg,train
"Huruvida anstaltens försäkringstagare i realiteten skulle komma att få erlägga den något högre avgift, som detta ökade bidrag skulle förorsaka, torde vara tämligen ovisst. Sannolikt komme väl anstalten att i motsvarande grad sänka sina premier, såsom förut skett av annan anledning. Jag grundar denna min uppfattning på det förhållandet, att anstalten under sin verksamhet sett sig i stånd att upplägga betydande reservfonder, som vid 1923 års början sammanlagt uppgingo till det ej föraktliga beloppet av ej mindre än 7,332,065 kronor 73 öre, om däri inberäknas den alldeles obehövliga säkerhetsfonden, som härleder sig från den äldre verksamheten efter 1901 års lag, samt vinsten enligt 1922 års bokslut. Redan räntan härå täcker i det närmaste den av mig föreslagna bidragsökningen, men skulle så ej i full utsträckning bliva fallet, torde väl riksförsäkringsanstalten ej känna sig förhindrad använda själva fondmedlen härtill, så mycket mera som den redan praktiserat detta ej endast för sänkning av egna försäkringstagares premier utan jämväl, vad märkligare är. för reduktion av dylika åt de delägare i de ömsesidiga bolagen, som velat överflytta sin försäkring till anstalten, oaktat dessa ej med ett enda öre bidragit till fondens förkovran Man måste förvåna sig över, att så kunnat ske med regerings och riksdags, speciellt dess revisorers, medgivande, då dessa fonder, som tillkommit huvudsakligast på så sätt, att staten betalt anstaltens förvaltningskostnader, och enligt min och mångas mening till största delen uppsamlats ur de mindre arbetsgivarnas fickor, under alla förhållanden ej bort av anstalten utan vidare få disponeras för ändamål, som äro helt främmande för åtminstone 1916 års lagbestämmelser",seg,train
